,mes,ano,ano_mes,estoque,exportacao,processamento,compra_liquida,saldo,producao,chicago_cbot_u$/t,fob_porto_paranagua_u$/t,maringa_r$/saca,mogiana_r$/saca,passofundo_r$/saca,rondonopolis_r$/saca
314,Mar,2013,2013-03-01,14409.32205,3536.0,3260.785554,9620.245934,17232.78243,81593.0,531.5624,528.1635,56.51,54.125,48.685,59.2
315,Abr,2013,2013-04-01,16216.92296,7155.0,3603.967433,5411.568338,10869.523865000001,81593.0,514.3611,502.6011,54.71818182,51.22727273,47.70454545,56.59090909
316,Mai,2013,2013-05-01,14808.51934,7952.0,3795.871577,2387.467958,5448.115721,81593.0,527.0813035,517.6745835,64.25,56.0,67.75,60.25
317,Jun,2013,2013-06-01,12381.95193,6498.0,3463.789598,1037.222189,3457.3845209999995,81593.0,563.0987525,546.3797775,64.88,62.13,69.88,60.38
318,Jul,2013,2013-07-01,9519.518761,5658.0,3356.129584,493.6964168,999.0855937999991,81593.0,525.424104,523.8991865,64.69,63.38,69.25,60.13
319,Ago,2013,2013-08-01,7401.999957,5376.0,3306.570589,1189.051786,-91.51884599999994,81593.0,468.866,512.244,66.35,63.9,71.36,61.56
320,Set,2013,2013-09-01,6121.457473,3469.0,2987.276889,1706.734405,1371.9149890000003,81593.0,494.2156569,552.5483444,71.8,69.8,74.0,66.5
321,Out,2013,2013-10-01,4631.109541,1504.0,3033.12231,1542.774377,1636.7616079999993,81593.0,472.90815,587.55255,72.83,70.5,74.65,66.73
322,Nov,2013,2013-11-01,3074.24701,648.0,2847.646784,1290.784253,869.3844789999998,81593.0,475.4114031,590.2395281,73.4,70.8,74.7,67.4
323,Dez,2013,2013-12-01,1478.10133,41.0,2444.770868,1542.774377,535.1048390000001,81593.0,483.1737844,487.3075969,71.215,70.9725,70.7775,65.0625
324,Jan,2014,2014-01-01,2208.073916,31.0,1943.895451,2469.914281,2703.0927459999994,86397.0,470.7659165,472.3826965,66.05,66.6,67.8,59.2
325,Fev,2014,2014-02-01,8668.089724,2790.0,2437.265526,8897.281334,12338.105531999998,86397.0,496.1126175,498.960355,67.625,65.0,70.875,60.225
326,Mar,2014,2014-03-01,13424.95797,6229.0,3353.360185,8110.228436,11952.826221000001,86397.0,521.6641719,511.6511594,67.9375,66.625,70.0,60.4875
327,Abr,2014,2014-04-01,15101.42765,8251.0,3531.885763,5208.35544,8526.897327,86397.0,550.21963,530.52431,66.75,65.33333333,68.58333333,60.25
328,Mai,2014,2014-05-01,14215.93583,7610.0,3774.634289,2889.142468,5720.444009000001,86397.0,545.2958,535.7421,67.9,64.7,69.06,62.65
329,Jun,2014,2014-06-01,11648.69806,6893.0,3578.313596,1011.075828,2188.4602919999998,86397.0,528.4619969,529.0131719,67.25,65.5,67.625,61.875
330,Jul,2014,2014-07-01,8819.584735,6044.0,3432.91457,603.801242,-53.528593,86397.0,453.28632,511.26993,62.25,61.83333333,62.91666667,59.5
331,Ago,2014,2014-08-01,7041.729944,4119.0,3402.430209,1624.575419,1144.8751539999994,86397.0,402.4955438,505.1978188,63.5,63.4,64.25,61.0
332,Set,2014,2014-09-01,5625.42661,2670.0,3081.219455,1664.91612,1539.1232750000004,86397.0,361.1114875,467.212675,59.0625,59.5,58.75,57.75
333,Out,2014,2014-10-01,4794.72469,741.0,2958.515238,2127.813318,3223.0227699999996,86397.0,353.4317825,440.1499825,60.65,60.15,61.05,58.3
334,Nov,2014,2014-11-01,3244.746204,177.0,3163.436168,1613.457683,1517.7677189999995,86397.0,378.4735,459.3125,65.4375,65.0,66.375,61.25
335,Dez,2014,2014-12-01,1484.576891,139.0,2964.02588,1203.856567,-414.59242200000017,86397.0,377.5732475,399.3262875,64.0625,65.25,68.125,61.375
336,Jan,2015,2015-01-01,2077.7433,85.0,2518.202715,3111.369124,2585.909709,96994.0,369.2183531,390.5304531,59.45,60.3,63.26,54.66
337,Fev,2015,2015-02-01,6403.376419,869.0,2893.975554,7219.608673,9860.009537999998,96994.0,362.7879781,381.7116531,60.8125,60.25,63.25,55.8125
338,Mar,2015,2015-03-01,14139.21975,5592.0,3566.909248,11302.75258,16283.063082,96994.0,361.1114875,375.9932125,65.3125,64.75,67.2375,61.1375
339,Abr,2015,2015-04-01,17229.98348,6551.0,3760.63487,6851.398606,13769.747215999998,96994.0,359.005999,377.966419,62.6875,63.125,64.625,60.125
340,Mai,2015,2015-05-01,16138.18841,9341.0,3986.90962,2895.114543,5705.393333000002,96994.0,351.4429594,374.5923094,62.0,62.375,64.5,58.5625
341,Jun,2015,2015-06-01,13994.83189,9810.0,3753.165332,1609.808814,2041.4753719999994,96994.0,350.5473,370.573325,63.5625,63.25,66.125,58.25
342,Jul,2015,2015-07-01,11551.97805,8440.0,3809.688831,1366.834997,669.1242159999997,96994.0,372.3187125,394.9536325,68.875,67.375,72.375,62.25
343,Ago,2015,2015-08-01,9149.565542,5162.0,3580.914419,1178.501906,1585.1530289999996,96994.0,336.4280338,374.4591088,72.875,71.25,75.875,66.4625
344,Set,2015,2015-09-01,7415.710242,3705.0,3477.891178,1744.035878,1976.854942,96994.0,322.5659825,371.2163625,78.1875,79.375,79.875,72.125
345,Out,2015,2015-10-01,5927.02201,2594.0,3398.013993,1909.325761,1844.3337779999997,96994.0,330.33755,372.22685,79.6,75.75,83.2,75.5
346,Nov,2015,2015-11-01,3968.756773,1443.0,3087.433736,1129.168499,567.4915360000005,96994.0,319.4748094,353.6476594,78.875,77.0,80.75,70.8125
347,Dez,2015,2015-12-01,1530.960312,731.0,2722.733931,284.9374698,-1637.8361492000004,96994.0,322.6027275,333.2587775,78.58333333,76.5,81.75,71.0
348,Jan,2016,2016-01-01,1946.173424,394.0,2300.248696,2715.461808,1967.3865360000004,96199.0,321.6795094,333.5297719,77.83333333,74.16666667,83.16666667,72.66666667
349,Fev,2016,2016-02-01,9536.568624,2037.0,3293.379698,10883.7749,15089.963826,96199.0,320.5082625,331.8992125,73.25,73.875,78.25,70.125
350,Mar,2016,2016-03-01,15912.34933,8375.0,3844.207773,10219.98848,13913.130036999997,96199.0,327.4530675,340.9017375,68.875,68.875,72.125,64.25
351,Abr,2016,2016-04-01,16346.4007,10086.0,4094.176504,4528.227868,6694.452064,96199.0,357.5747813,378.7950188,73.6,70.16,74.45,67.55
352,Mai,2016,2016-05-01,15106.2339,9915.0,3965.846565,2725.679764,3951.067099,96199.0,392.1839781,418.5485156,84.125,79.375,82.125,81.875
353,Jun,2016,2016-06-01,12946.78516,7761.0,3646.005351,1486.556616,3026.3364249999995,96199.0,420.032095,468.388515,93.75,91.0,90.625,89.875
354,Jul,2016,2016-07-01,9746.135325,5787.0,3502.950263,302.3004259,758.4854879,96199.0,391.4950094,450.0114219,84.0,82.1,82.35,81.7
355,Ago,2016,2016-08-01,7608.69324,3816.0,3016.152194,878.7101093,1655.251155299999,96199.0,367.3581375,424.6803375,78.66666667,75.83333333,76.91666667,76.16666667
356,Set,2016,2016-09-01,6190.719419,1443.0,2876.534585,1458.560765,3329.7455990000003,96199.0,352.5453094,412.2559344,77.15,78.4,77.25,77.36
357,Out,2016,2016-10-01,4931.371423,998.0,3096.105214,1836.757218,2674.023426999999,96199.0,358.447475,402.0821625,74.9375,78.0,75.0,77.375
358,Nov,2016,2016-11-01,4006.740946,316.0,2982.238105,2057.607627,2766.1104679999994,96199.0,370.132385,393.502205,76.5,76.7,77.75,71.5
359,Dez,2016,2016-12-01,2207.911865,653.0,2912.720178,1113.891097,-243.91721600000028,96199.0,374.1865833,391.33425,74.6,75.5,77.35,69.0
360,Jan,2017,2017-01-01,3797.0,912.0,2737.0,4326.0,4474.0,113804.0,381.6427563,397.9942813,72.4375,73.625,74.125,66.625
361,Fev,2017,2017-02-01,12218.0,3509.0,3058.0,11480.0,17131.0,113804.0,383.9393188,403.3223063,69.0,67.5,71.0,64.75
362,Mar,2017,2017-03-01,18522.0,8979.0,3780.0,10084.0,15847.0,113804.0,369.1494563,382.8369688,65.5,61.15,65.75,60.9
363,Abr,2017,2017-04-01,18183.0,10432.0,3803.0,3464.0,7412.0,113804.0,347.97515,359.917275,62.0,58.4375,61.6125,58.0
364,Mai,2017,2017-05-01,16176.0,10960.0,3812.0,1805.0,3209.0,113804.0,351.686395,373.880375,64.625,61.375,65.8,60.125
365,Jun,2017,2017-06-01,13391.0,9197.0,3591.0,806.0,1409.0,113804.0,339.4549031,360.5832781,64.6,61.85,65.85,60.4
366,Jul,2017,2017-07-01,10889.0,6955.0,3863.0,1361.0,1432.0,113804.0,366.6232375,390.6912125,67.4375,65.25,68.875,62.45
367,Ago,2017,2017-08-01,8202.0,5952.0,3450.0,763.0,-437.0,113804.0,346.615585,379.465615,64.4375,63.0,66.75,60.125
368,Set,2017,2017-09-01,7373.0,4272.0,3326.0,2498.0,2273.0,113804.0,355.2322875,385.3631875,65.8,64.85,67.15,62.0
369,Out,2017,2017-10-01,6058.0,2487.0,3641.0,2326.0,2256.0,113804.0,356.7250531,378.6801906,67.5,66.375,68.25,63.75
370,Nov,2017,2017-11-01,5087.0,2143.0,3435.0,2463.0,1972.0,113804.0,363.885735,388.357905,70.0,68.5,70.075,65.125
371,Dez,2017,2017-12-01,3093.0,2356.0,3342.0,1348.0,-1257.0,113804.0,361.6856281,381.8953781,70.8,68.45,70.65,65.3
372,Jan,2018,2018-01-01,4115.0,1564.0,3061.0,4083.0,3573.0,123081.0,358.667945,380.714945,68.125,66.625,68.75,63.625
373,Fev,2018,2018-02-01,10983.0,2864.0,3214.0,10081.0,14986.0,123081.0,374.7530688,398.4535938,69.75,69.375,70.5,65.125
374,Mar,2018,2018-03-01,20658.0,8814.0,4051.0,13727.0,21520.0,123081.0,380.7930281,412.3018656,74.45,73.95,75.75,69.3
375,Abr,2018,2018-04-01,22628.0,10259.0,4107.0,6076.0,14338.0,123081.0,379.5988156,427.3673156,81.3125,79.75,81.3375,74.625
376,Mai,2018,2018-05-01,19556.0,12353.0,3629.0,557.0,4131.0,123081.0,376.3239175,406.8222675,81.0,79.625,82.25,76.875
377,Jun,2018,2018-06-01,16715.0,10420.0,4001.0,1161.0,3455.0,123081.0,338.7200031,385.3861531,79.05,75.05,79.55,70.9
378,Jul,2018,2018-07-01,14452.0,10198.0,4128.0,1865.0,1991.0,123081.0,312.9525719,393.6997094,83.0,77.25,81.83333333,77.0
379,Ago,2018,2018-08-01,12335.0,8118.0,3945.0,1828.0,2100.0,123081.0,318.027975,393.355225,85.2,81.35,84.8,78.0
380,Set,2018,2018-09-01,10878.0,4561.0,3652.0,2195.0,4860.0,123081.0,308.474275,394.3657125,90.4375,90.0,89.75,82.125
381,Out,2018,2018-10-01,9263.0,5218.0,3483.0,1868.0,2430.0,123081.0,315.6211775,402.8538075,85.875,84.125,87.0,77.75
382,Nov,2018,2018-11-01,6300.0,4817.0,3297.0,334.0,-1480.0,123081.0,324.8717313,368.9657313,79.45,78.7,82.5,73.0
383,Dez,2018,2018-12-01,2544.0,4071.0,2988.0,-675.0,-5190.0,123081.0,335.7344719,351.4429594,75.9375,77.125,80.25,71.0
384,Jan,2019,2019-01-01,6969.0,2034.0,2894.0,7319.0,9360.0,120751.0,334.3978725,348.8019125,72.8125,70.75,77.875,68.375
385,Fev,2019,2019-02-01,17186.0,5267.0,3276.0,13492.0,22135.0,120751.0,334.7699156,354.0610406,73.5625,71.25,76.375,68.25
386,Mar,2019,2019-03-01,23272.0,8459.0,3905.0,9991.0,20899.0,120751.0,329.2811313,342.7849188,74.35,71.5,75.05,70.4
387,Abr,2019,2019-04-01,23357.0,9404.0,4033.0,4118.0,14038.0,120751.0,324.1138656,334.7699156,72.6875,70.125,73.75,68.875
388,Mai,2019,2019-05-01,20889.0,10012.0,3911.0,1443.0,8409.0,120751.0,308.033335,335.077655,74.3,71.4,75.85,69.3
389,Jun,2019,2019-06-01,17909.0,8553.0,3912.0,932.0,6376.0,120751.0,325.6755281,362.4205281,77.4375,74.625,80.0,71.3125
390,Jul,2019,2019-07-01,15238.0,7443.0,3903.0,1231.0,5123.0,120751.0,324.5134675,353.5420175,74.0625,72.375,77.8125,69.75
391,Ago,2019,2019-08-01,13306.0,5004.0,3446.0,1514.0,6370.0,120751.0,314.4453375,361.2952125,80.75,77.9,81.75,76.45
392,Set,2019,2019-09-01,11300.0,4604.0,3480.0,1474.0,4690.0,120751.0,321.0135063,359.4120313,81.3125,81.25,82.625,78.875
393,Out,2019,2019-10-01,8905.0,5076.0,3804.0,1410.0,1435.0,120751.0,339.4319375,369.3423675,84.0625,82.25,85.125,80.75
394,Nov,2019,2019-11-01,6165.0,4947.0,3473.0,733.0,-1522.0,120751.0,331.1183813,364.4644688,86.1875,84.25,86.5,84.375
395,Dez,2019,2019-12-01,3268.0,3270.0,3418.0,521.0,-2899.0,120751.0,330.705,368.0624167,85.375,86.25,85.75,83.75
396,Jan,2020,2020-01-01,5646.0,1397.0,2934.0,5312.0,6627.0,127989.0,339.5238,357.2532625,83.5,81.2,84.4,79.95
397,Fev,2020,2020-02-01,17808.0,4834.0,3408.0,15570.0,25136.0,127989.0,325.4688375,345.954175,83.125,79.625,85.375,79.25
398,Mar,2020,2020-03-01,27730.0,10853.0,4238.0,14160.0,26799.0,127989.0,320.2556406,342.5782281,89.5,84.875,92.625,84.75
399,Abr,2020,2020-04-01,28767.0,14855.0,4299.0,5336.0,14949.0,127989.0,309.944075,331.256175,96.1875,93.25,98.375,92.75
400,Mai,2020,2020-05-01,26073.0,14108.0,4444.0,1749.0,9270.0,127989.0,309.3240031,341.3840156,105.25,98.9,107.6,100.35
401,Jun,2020,2020-06-01,22220.0,12742.0,4285.0,432.0,5625.0,127989.0,318.0968719,364.9467469,106.3125,103.625,109.5,101.625
402,Jul,2020,2020-07-01,18252.0,9955.0,4352.0,384.0,4329.0,127989.0,327.83889,376.04833,112.1,112.7,117.6,112.7
403,Ago,2020,2020-08-01,15112.0,5837.0,4106.0,966.0,6135.0,127989.0,329.6715469,394.4346094,128.125,127.25,132.5,127.75
404,Set,2020,2020-09-01,11409.0,4261.0,3982.0,279.0,3445.0,127989.0,366.707751,430.644051,140.75,137.75,145.25,144.0
405,Out,2020,2020-10-01,7595.0,2422.0,4123.0,310.0,1360.0,127989.0,390.7141781,480.2801156,167.0,165.0,166.1,169.7
406,Nov,2020,2020-11-01,4968.0,1436.0,3312.0,684.0,904.0,127989.0,422.4297063,510.6177063,171.5,176.75,166.875,179.5
407,Dez,2020,2020-12-01,2350.0,274.0,3364.0,746.0,-542.0,127989.0,445.1840475,467.8189675,143.25,154.75,146.0,152.75
408,Jan,2021,2021-01-01,1806.0,49.0,2562.0,2017.0,1212.0,138856.0,508.5737656,525.3846031,164.8,162.0,164.6,157.2
409,Fev,2021,2021-02-01,11440.0,2646.0,3097.0,12732.0,18429.0,138856.0,507.9536938,513.4654438,163.625,164.375,167.5,159.0
410,Mar,2021,2021-03-01,26253.0,12694.0,4317.0,19129.0,28371.0,138856.0,522.2383125,519.9601225,161.4165,167.16775,170.5,165.29225
411,Abr,2021,2021-04-01,27805.0,16115.0,4477.0,6029.0,13242.0,138856.0,537.2348656,539.4395656,173.2,172.6,174.0,170.6
412,Mai,2021,2021-05-01,23730.0,14966.0,4577.0,502.0,4689.0,138856.0,579.1012,572.7320667,173.0,173.125,161.5,171.125
413,Jun,2021,2021-06-01,19707.0,11067.0,4436.0,413.0,4617.0,138856.0,544.450665,549.227515,159.75,156.75,158.0,156.0
414,Jul,2021,2021-07-01,14716.0,8670.0,4479.0,-512.0,1055.0,138856.0,522.7894875,551.4505875,165.0,164.1,164.1,164.0
415,Ago,2021,2021-08-01,12046.0,6482.0,4018.0,1348.0,2894.0,138856.0,494.52,551.93,170.25,167.75,170.0,175.0
416,Set,2021,2021-09-01,9659.0,4827.0,3914.0,1527.0,2445.0,138856.0,471.03,549.01,171.75,170.63,172.63,172.5
417,Out,2021,2021-10-01,7732.0,3293.0,4101.0,2174.0,2512.0,138856.0,452.15,521.32,170.1,170.0,172.0,166.0
418,Nov,2021,2021-11-01,5990.0,2587.0,3830.0,2087.0,1660.0,138856.0,457.34,505.75,163.88,162.75,166.75,157.0
419,Dez,2021,2021-12-01,3315.0,2712.0,3974.0,1299.0,-2072.0,138856.0,473.06,502.82,170.7,169.9,175.3,160.3
420,Jan,2022,2022-01-01,5004.0,2452.0,3119.0,4809.0,4242.0,129944.0,515.78,535.26,180.13,178.75,187.88,171.13
421,Fev,2022,2022-02-01,14881.0,6272.0,3705.0,13582.0,18486.0,129944.0,588.15,629.49,194.38,194.5,207.25,183.38
422,Mar,2022,2022-03-01,25059.0,12191.0,4645.0,14823.0,23046.0,129944.0,617.02,672.95,199.5,199.75,209.75,188.63
423,Abr,2022,2022-04-01,24415.0,11473.0,4604.0,3959.0,12297.0,129944.0,621.79,667.63,184.7,185.5,192.0,174.4
424,Mai,2022,2022-05-01,22420.0,10640.0,4786.0,2792.0,9786.0,129944.0,615.43,640.24,190.75,192.38,196.75,180.25
425,Jun,2022,2022-06-01,18736.0,9990.0,4531.0,846.0,5061.0,129944.0,623.45,642.93,193.38,193.38,196.0,179.25
426,Jul,2022,2022-07-01,15045.0,7506.0,4781.0,1089.0,3847.0,129944.0,569.2,606.55,188.9,189.5,191.4,174.2
427,Ago,2022,2022-08-01,12020.0,5945.0,4619.0,1595.0,3051.0,129944.0,572.45,640.21,186.13,186.25,187.25,174.75
428,Set,2022,2022-09-01,9564.0,4063.0,4072.0,1616.0,3045.0,129944.0,538.66,614.9,184.7,184.7,184.1,172.9
429,Out,2022,2022-10-01,6996.0,3830.0,4106.0,1537.0,597.0,129944.0,505.27,595.29,184.13,183.25,183.25,170.75
430,Nov,2022,2022-11-01,5193.0,2550.0,4020.0,2217.0,840.0,129944.0,531.35,608.96,186.0,185.63,185.0,172.25
431,Dez,2022,2022-12-01,3223.0,2020.0,3944.0,1975.0,-766.0,129944.0,545.82,604.16,180.9,181.8,184.3,169.1
432,Jan,2023,2023-01-01,5329.0,840.0,3411.0,5516.0,6594.0,160300.0,553.04,575.08,175.0,175.75,181.25,164.25
433,Fev,2023,2023-02-01,16785.0,5017.0,3704.0,15161.0,23225.0,160300.0,560.84,565.25,171.5,171.88,173.75,159.5
434,Mar,2023,2023-03-01,29084.0,13241.0,5011.0,17309.0,28141.0,160300.0,547.21,533.76,155.1,160.5,162.7,147.3
435,Abr,2023,2023-04-01,29408.0,14336.0,4772.0,5097.0,15397.0,160300.0,547.29,488.78,134.63,140.5,142.13,127.25
436,Mai,2023,2023-05-01,26422.0,15584.0,5043.0,2057.0,7852.0,160300.0,511.29,483.73,130.88,135.0,134.0,118.63
437,Jun,2023,2023-06-01,22377.0,13745.0,4930.0,885.0,4587.0,160300.0,525.02,480.92,127.9,133.2,136.7,116.7
438,Jul,2023,2023-07-01,18397.0,9696.0,5099.0,1119.0,4721.0,160300.0,557.79,546.77,139.75,142.88,148.0,123.13
439,Ago,2023,2023-08-01,15849.0,8387.0,4921.0,2373.0,4914.0,160300.0,509.58,550.73,142.0,146.0,151.75,128.75
440,Set,2023,2023-09-01,13451.0,6398.0,4447.0,2049.0,4655.0,160300.0,488.66,526.6,139.1,144.9,150.6,129.3
441,Out,2023,2023-10-01,10618.0,5600.0,4289.0,1455.0,2184.0,160300.0,470.77,502.19,136.63,141.5,145.75,127.0
442,Nov,2023,2023-11-01,8644.0,5196.0,4238.0,2265.0,1475.0,160300.0,493.26,522.22,136.88,141.75,148.25,128.88
443,Dez,2023,2023-12-01,5651.0,3829.0,4299.0,1306.0,-1171.0,160300.0,480.26,511.49,139.1,142.8,147.5,132.9
444,Jan,2024,2024-01-01,6703.0,2855.0,3478.0,4596.0,4966.0,153500.0,453.18,434.66,117.63,123.5,127.5,113.88
445,Fev,2024,2024-02-01,14031.0,6608.0,3652.0,10980.0,14751.0,153500.0,427.55,390.81,110.5,115.25,119.0,104.25
446,Mar,2024,2024-03-01,19841.0,12600.0,4378.0,10189.0,13052.0,153500.0,433.96,416.05,116.7,119.5,119.3,111.1
447,Abr,2024,2024-04-01,23848.0,14688.0,4353.0,8360.0,13167.0,153500.0,428.31,424.18,123.25,124.38,124.0,116.75
448,Mai,2024,2024-05-01,23142.0,13437.0,4289.0,3582.0,8998.0,153500.0,446.56,449.13,130.7,133.3,131.1,123.0
449,Jun,2024,2024-06-01,20017.0,13960.0,4281.0,1156.0,2932.0,153500.0,430.95,443.17,132.0,135.88,135.5,126.13
450,Jul,2024,2024-07-01,17397.0,11250.0,4437.0,1817.0,3527.0,153500.0,408.2,427.68,132.25,135.88,135.25,127.5
451,Ago,2024,2024-08-01,14094.0,8042.0,4368.0,1065.0,2749.0,153500.0,360.24,408.93,131.0,131.6,131.3,128.6
452,Set,2024,2024-09-01,11915.0,6106.0,4194.0,2014.0,3629.0,153500.0,372.32,431.75,138.38,137.38,136.0,134.0
453,Out,2024,2024-10-01,9149.0,4710.0,4447.0,1682.0,1674.0,153500.0,369.67,429.13,142.75,138.25,136.5,141.13
454,Nov,2024,2024-11-01,6693.0,2553.0,4145.0,1688.0,1683.0,153500.0,366.16,418.34,141.6,140.1,136.8,152.1
455,Dez,2024,2024-12-01,3940.0,2006.0,4218.0,1466.0,-818.0,153500.0,358.31,392.3,136.13,135.88,135.75,129.5
456,Jan,2025,2025-01-01,0.0,1073.0,0.0,0.0,-1073.0,171700.0,378.2,384.81,129.15,131.4,135.4,118.8
457,Fev,2025,2025-02-01,0.0,0.0,0.0,0.0,0.0,171700.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Mar,2025,2025-03-01,0.0,0.0,0.0,0.0,0.0,171700.0,0.0,0.0,0.0,0.0,0.0,0.0
459,Abr,2025,2025-04-01,0.0,0.0,0.0,0.0,0.0,171700.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Mai,2025,2025-05-01,0.0,0.0,0.0,0.0,0.0,171700.0,0.0,0.0,0.0,0.0,0.0,0.0
461,Jun,2025,2025-06-01,0.0,0.0,0.0,0.0,0.0,171700.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Jul,2025,2025-07-01,0.0,0.0,0.0,0.0,0.0,171700.0,0.0,0.0,0.0,0.0,0.0,0.0
463,Ago,2025,2025-08-01,0.0,0.0,0.0,0.0,0.0,171700.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Set,2025,2025-09-01,0.0,0.0,0.0,0.0,0.0,171700.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Out,2025,2025-10-01,0.0,0.0,0.0,0.0,0.0,171700.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Nov,2025,2025-11-01,0.0,0.0,0.0,0.0,0.0,171700.0,0.0,0.0,0.0,0.0,0.0,0.0
467,Dez,2025,2025-12-01,0.0,0.0,0.0,0.0,0.0,171700.0,0.0,0.0,0.0,0.0,0.0,0.0
